,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
895,House for Sale,"80,000","8132 Braddock Dr,",Saint Louis,MO,63130,850,2,1,https://www.realtor.com//realestateandhomes-detail/8132-Braddock-Dr_Saint-Louis_MO_63130_M80624-62023
896,House for Sale,"425,000","7156 Pershing Ave,",Saint Louis,MO,63130,"2,424",4,1.5+,https://www.realtor.com//realestateandhomes-detail/7156-Pershing-Ave_University-City_MO_63130_M70841-82210
897,Condo/Townhome,"386,000","505 N Unit 2C and S,",Saint Louis,MO,63130,"1,590",2,2,https://www.realtor.com//realestateandhomes-detail/505-N-and-South-Rd-Apt-2C_University-City_MO_63130_M77638-46174
898,House for Sale,"299,500","7532 Gannon Ave,",University City,MO,63130,"1,432",2,1.5,https://www.realtor.com//realestateandhomes-detail/7532-Gannon-Ave_University-City_MO_63130_M71192-23752
899,House for Sale,"340,000","7616 Balson Ave,",Saint Louis,MO,63130,"2,096",3,2.5,https://www.realtor.com//realestateandhomes-detail/7616-Balson-Ave_Saint-Louis_MO_63130_M89655-87618
900,House for Sale,"557,000","7376 Stratford Ave,",Saint Louis,MO,63130,"2,480",4,2.5+,https://www.realtor.com//realestateandhomes-detail/7376-Stratford-Ave_Saint-Louis_MO_63130_M77980-74682
901,House for Sale,"99,000","1426 Waldron Ave,",Saint Louis,MO,63130,"2,002",4,2.5,https://www.realtor.com//realestateandhomes-detail/1426-Waldron-Ave_Saint-Louis_MO_63130_M76724-11295
902,Condo/Townhome,"315,000","901 N Hanley Rd,",University City,MO,63130,"1,976",3,2.5,https://www.realtor.com//realestateandhomes-detail/901-N-Hanley-Rd_University-City_MO_63130_M83982-88176
903,House for Sale,"85,000","6815 Plymouth Ave,",Saint Louis,MO,63130,"1,281",3,1,https://www.realtor.com//realestateandhomes-detail/6815-Plymouth-Ave_Saint-Louis_MO_63130_M80604-75556
904,Multi-Family Home,"245,000","7230 Amherst Ave,",Saint Louis,MO,63130,"2,744",4,2,https://www.realtor.com//realestateandhomes-detail/7230-Amherst-Ave_Saint-Louis_MO_63130_M84342-05023
905,House for Sale,"325,000","7316 Colgate Ave,",University City,MO,63130,"1,904",3,1.5,https://www.realtor.com//realestateandhomes-detail/7316-Colgate-Ave_Saint-Louis_MO_63130_M83502-44855
906,House for Sale,"99,900","6704 Etzel Ave,",Saint Louis,MO,63130,825,2,1,https://www.realtor.com//realestateandhomes-detail/6704-Etzel-Ave_Saint-Louis_MO_63130_M83838-32842
907,House for Sale,"420,000","7134 Princeton Ave,",University City,MO,63130,"2,120",3,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Princeton-Ave_University-City_MO_63130_M78980-59206
908,House for Sale,"35,000","7602 Wayne Ave,",Saint Louis,MO,63130,"1,092",3,2,https://www.realtor.com//realestateandhomes-detail/7602-Wayne-Ave_Saint-Louis_MO_63130_M70018-09956
909,House for Sale,"57,500","7361 Milan Ave,",Saint Louis,MO,63130,960,3,1,https://www.realtor.com//realestateandhomes-detail/7361-Milan-Ave_Saint-Louis_MO_63130_M75815-31033
910,House for Sale,"159,900","1214 Purdue Ave,",Saint Louis,MO,63130,"1,598",3,1,https://www.realtor.com//realestateandhomes-detail/1214-Purdue-Ave_Saint-Louis_MO_63130_M86288-52561
911,House for Sale,"139,900","1293 Pennsylvania Ave,",Saint Louis,MO,63130,"1,715",4,2,https://www.realtor.com//realestateandhomes-detail/1293-Pennsylvania-Ave_Saint-Louis_MO_63130_M88358-27606
912,House for Sale,"160,000","7048 Arcadia Ave,",Saint Louis,MO,63130,"1,232",3,1,https://www.realtor.com//realestateandhomes-detail/7048-Arcadia-Ave_Saint-Louis_MO_63130_M78300-22967
913,House for Sale,"129,900","1087 N Hanley Rd,",University City,MO,63130,"1,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/1087-N-Hanley-Rd_Saint-Louis_MO_63130_M77666-33599
914,House for Sale,"439,000","8120 Balson Ave,",Saint Louis,MO,63130,"2,753",4,2,https://www.realtor.com//realestateandhomes-detail/8120-Balson-Ave_Saint-Louis_MO_63130_M81483-48648
915,House for Sale,"419,750","986 Barnard College Ln,",University City,MO,63130,"2,314",4,3.5,https://www.realtor.com//realestateandhomes-detail/986-Barnard-College-Ln_Saint-Louis_MO_63130_M87850-59836
916,House for Sale,"455,000","520 West Dr,",University City,MO,63130,"2,149",3,2,https://www.realtor.com//realestateandhomes-detail/520-West-Dr_Saint-Louis_MO_63130_M82002-86000
917,House for Sale,"549,900","581 Purdue Ave,",University City,MO,63130,"2,622",4,2.5,https://www.realtor.com//realestateandhomes-detail/581-Purdue-Ave_University-City_MO_63130_M74772-00916
918,House for Sale,"264,950","7516 Delmar Blvd,",Saint Louis,MO,63130,"1,477",3,1,https://www.realtor.com//realestateandhomes-detail/7516-Delmar-Blvd_Saint-Louis_MO_63130_M85049-31930
919,House for Sale,"650,000","7629 Cornell Ave,",Saint Louis,MO,63130,"2,804",6,4.5,https://www.realtor.com//realestateandhomes-detail/7629-Cornell-Ave_Saint-Louis_MO_63130_M97227-46750
920,Multi-Family Home,"699,900","7376 Tulane Ave,",University City,MO,63130,"3,150",3,2,https://www.realtor.com//realestateandhomes-detail/7376-Tulane-Ave_University-City_MO_63130_M79271-41771
921,House for Sale,"249,900","7471 Shaftesbury Ave,",University City,MO,63130,"1,622",4,2,https://www.realtor.com//realestateandhomes-detail/7471-Shaftesbury-Ave_Saint-Louis_MO_63130_M87712-34172
922,House for Sale,"619,000","521 Midvale Ave,",University City,MO,63130,"2,665",4,2.5,https://www.realtor.com//realestateandhomes-detail/521-Midvale-Ave_University-City_MO_63130_M73928-68088
923,House for Sale,"249,900","7334 Ahern Ave,",Saint Louis,MO,63130,"1,592",3,1.5,https://www.realtor.com//realestateandhomes-detail/7334-Ahern-Ave_Saint-Louis_MO_63130_M84071-94736
924,Condo/Townhome,"354,900","515 N Unit 1A and Rd S,",Saint Louis,MO,63130,"2,148",3,2,https://www.realtor.com//realestateandhomes-detail/515-N-and-South-Rd-Apt-1A_University-City_MO_63130_M89815-32886
925,House for Sale,"485,000","7134 Cambridge Ave,",Saint Louis,MO,63130,"2,900",4,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Cambridge-Ave_Saint-Louis_MO_63130_M72896-29351
926,House for Sale,"314,900","7433 Tulane Ave,",Saint Louis,MO,63130,"1,808",3,1.5,https://www.realtor.com//realestateandhomes-detail/7433-Tulane-Ave_Saint-Louis_MO_63130_M73599-36367
927,House for Sale,"56,500","1059 Ferguson Ave,",Saint Louis,MO,63130,"1,120",2,1,https://www.realtor.com//realestateandhomes-detail/1059-Ferguson-Ave_Saint-Louis_MO_63130_M75057-95266
928,House for Sale,"153,000","1008 Groby Rd,",Saint Louis,MO,63130,"1,230",4,2,https://www.realtor.com//realestateandhomes-detail/1008-Groby-Rd_Saint-Louis_MO_63130_M70214-15877
929,Condo/Townhome,"799,900","7634 Delmar Blvd,",Saint Louis,MO,63130,"3,204",3,2.5+,https://www.realtor.com//realestateandhomes-detail/7634-Delmar-Blvd_Saint-Louis_MO_63130_M83223-31961?ex=MO2457649510
930,House for Sale,"364,900","7481 Cornell Ave,",University City,MO,63130,"2,142",3,2.5,https://www.realtor.com//realestateandhomes-detail/7481-Cornell-Ave_University-City_MO_63130_M75344-41403
931,House for Sale,"475,000","6215 Pershing Ave,",Saint Louis,MO,63130,"3,176",7,2.5,https://www.realtor.com//realestateandhomes-detail/6215-Pershing-Ave_University-City_MO_63130_M89560-50502
932,House for Sale,"38,000","7515 Wayne Ave,",Saint Louis,MO,63130,"1,041",2,1,https://www.realtor.com//realestateandhomes-detail/7515-Wayne-Ave_Saint-Louis_MO_63130_M83818-90978
933,House for Sale,"79,900","1274 George St,",Saint Louis,MO,63130,891,3,1,https://www.realtor.com//realestateandhomes-detail/1274-George-St_Saint-Louis_MO_63130_M86719-31991
934,Condo/Townhome,"319,900","500 North Unit 105 and South,",Saint Louis,MO,63130,"1,468",2,2,https://www.realtor.com//realestateandhomes-detail/500-N-and-South-Rd-Apt-105_Saint-Louis_MO_63130_M82434-01105
935,House for Sale,"179,999","7815 Blackberry Ave,",Saint Louis,MO,63130,"1,800",3,2,https://www.realtor.com//realestateandhomes-detail/7815-Blackberry-Ave_Saint-Louis_MO_63130_M73535-51815
936,House for Sale,"120,000","1145 Burch Ln,",Saint Louis,MO,63130,"1,240",3,2.5,https://www.realtor.com//realestateandhomes-detail/1145-Burch-Ln_Saint-Louis_MO_63130_M79003-06535
937,House for Sale,"557,000","7376 Stratford Ave,",Saint Louis,MO,63130,"2,480",4,2.5+,https://www.realtor.com//realestateandhomes-detail/7376-Stratford-Ave_Saint-Louis_MO_63130_M77980-74682
938,House for Sale,"340,000","7616 Balson Ave,",Saint Louis,MO,63130,"2,096",3,2.5,https://www.realtor.com//realestateandhomes-detail/7616-Balson-Ave_Saint-Louis_MO_63130_M89655-87618
939,Condo/Townhome,"386,000","505 N Unit 2C and S,",Saint Louis,MO,63130,"1,590",2,2,https://www.realtor.com//realestateandhomes-detail/505-N-and-South-Rd-Apt-2C_University-City_MO_63130_M77638-46174
940,House for Sale,"99,900","6554 Plymouth Ave,",Saint Louis,MO,63130,932,2,1,https://www.realtor.com//realestateandhomes-detail/6554-Plymouth-Ave_Saint-Louis_MO_63130_M81894-49834
941,House for Sale,"80,000","6530 Plymouth Ave,",Saint Louis,MO,63130,946,2,1,https://www.realtor.com//realestateandhomes-detail/6530-Plymouth-Ave_Saint-Louis_MO_63130_M89441-42031
942,Multi-Family Home,"245,000","7230 Amherst Ave,",Saint Louis,MO,63130,"2,744",4,2,https://www.realtor.com//realestateandhomes-detail/7230-Amherst-Ave_Saint-Louis_MO_63130_M84342-05023
943,Condo/Townhome,"315,000","901 N Hanley Rd,",University City,MO,63130,"1,976",3,2.5,https://www.realtor.com//realestateandhomes-detail/901-N-Hanley-Rd_University-City_MO_63130_M83982-88176
944,House for Sale,"425,000","7156 Pershing Ave,",Saint Louis,MO,63130,"2,424",4,1.5+,https://www.realtor.com//realestateandhomes-detail/7156-Pershing-Ave_University-City_MO_63130_M70841-82210
945,House for Sale,"299,500","7532 Gannon Ave,",University City,MO,63130,"1,432",2,1.5,https://www.realtor.com//realestateandhomes-detail/7532-Gannon-Ave_University-City_MO_63130_M71192-23752
946,Multi-Family Home,"699,900","7376 Tulane Ave,",University City,MO,63130,"3,150",3,2,https://www.realtor.com//realestateandhomes-detail/7376-Tulane-Ave_University-City_MO_63130_M79271-41771
947,House for Sale,"99,000","1426 Waldron Ave,",Saint Louis,MO,63130,"2,002",4,2.5,https://www.realtor.com//realestateandhomes-detail/1426-Waldron-Ave_Saint-Louis_MO_63130_M76724-11295
948,House for Sale,"99,900","6704 Etzel Ave,",Saint Louis,MO,63130,825,2,1,https://www.realtor.com//realestateandhomes-detail/6704-Etzel-Ave_Saint-Louis_MO_63130_M83838-32842
949,House for Sale,"650,000","7629 Cornell Ave,",Saint Louis,MO,63130,"2,804",6,4.5,https://www.realtor.com//realestateandhomes-detail/7629-Cornell-Ave_Saint-Louis_MO_63130_M97227-46750
950,House for Sale,"420,000","7134 Princeton Ave,",University City,MO,63130,"2,120",3,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Princeton-Ave_University-City_MO_63130_M78980-59206
951,Condo/Townhome,"799,900","7634 Delmar Blvd,",Saint Louis,MO,63130,"3,204",3,2.5+,https://www.realtor.com//realestateandhomes-detail/7634-Delmar-Blvd_Saint-Louis_MO_63130_M83223-31961?ex=MO2457649510
952,House for Sale,"619,000","521 Midvale Ave,",University City,MO,63130,"2,665",4,2.5,https://www.realtor.com//realestateandhomes-detail/521-Midvale-Ave_University-City_MO_63130_M73928-68088
953,House for Sale,"325,000","7316 Colgate Ave,",University City,MO,63130,"1,904",3,1.5,https://www.realtor.com//realestateandhomes-detail/7316-Colgate-Ave_Saint-Louis_MO_63130_M83502-44855
954,House for Sale,"455,000","520 West Dr,",University City,MO,63130,"2,149",3,2,https://www.realtor.com//realestateandhomes-detail/520-West-Dr_Saint-Louis_MO_63130_M82002-86000
955,House for Sale,"439,000","8120 Balson Ave,",Saint Louis,MO,63130,"2,753",4,2,https://www.realtor.com//realestateandhomes-detail/8120-Balson-Ave_Saint-Louis_MO_63130_M81483-48648
956,House for Sale,"160,000","7048 Arcadia Ave,",Saint Louis,MO,63130,"1,232",3,1,https://www.realtor.com//realestateandhomes-detail/7048-Arcadia-Ave_Saint-Louis_MO_63130_M78300-22967
957,House for Sale,"35,000","7602 Wayne Ave,",Saint Louis,MO,63130,"1,092",3,2,https://www.realtor.com//realestateandhomes-detail/7602-Wayne-Ave_Saint-Louis_MO_63130_M70018-09956
958,House for Sale,"549,900","581 Purdue Ave,",University City,MO,63130,"2,622",4,2.5,https://www.realtor.com//realestateandhomes-detail/581-Purdue-Ave_University-City_MO_63130_M74772-00916
959,House for Sale,"159,900","1214 Purdue Ave,",Saint Louis,MO,63130,"1,598",3,1,https://www.realtor.com//realestateandhomes-detail/1214-Purdue-Ave_Saint-Louis_MO_63130_M86288-52561
960,House for Sale,"419,750","986 Barnard College Ln,",University City,MO,63130,"2,314",4,3.5,https://www.realtor.com//realestateandhomes-detail/986-Barnard-College-Ln_Saint-Louis_MO_63130_M87850-59836
961,Condo/Townhome,"354,900","515 N Unit 1A and Rd S,",Saint Louis,MO,63130,"2,148",3,2,https://www.realtor.com//realestateandhomes-detail/515-N-and-South-Rd-Apt-1A_University-City_MO_63130_M89815-32886
962,House for Sale,"139,900","1293 Pennsylvania Ave,",Saint Louis,MO,63130,"1,715",4,2,https://www.realtor.com//realestateandhomes-detail/1293-Pennsylvania-Ave_Saint-Louis_MO_63130_M88358-27606
963,House for Sale,"485,000","7134 Cambridge Ave,",Saint Louis,MO,63130,"2,900",4,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Cambridge-Ave_Saint-Louis_MO_63130_M72896-29351
964,House for Sale,"56,500","1059 Ferguson Ave,",Saint Louis,MO,63130,"1,120",2,1,https://www.realtor.com//realestateandhomes-detail/1059-Ferguson-Ave_Saint-Louis_MO_63130_M75057-95266
965,House for Sale,"314,900","7433 Tulane Ave,",Saint Louis,MO,63130,"1,808",3,1.5,https://www.realtor.com//realestateandhomes-detail/7433-Tulane-Ave_Saint-Louis_MO_63130_M73599-36367
966,House for Sale,"153,000","1008 Groby Rd,",Saint Louis,MO,63130,"1,230",4,2,https://www.realtor.com//realestateandhomes-detail/1008-Groby-Rd_Saint-Louis_MO_63130_M70214-15877
967,House for Sale,"85,000","6815 Plymouth Ave,",Saint Louis,MO,63130,"1,281",3,1,https://www.realtor.com//realestateandhomes-detail/6815-Plymouth-Ave_Saint-Louis_MO_63130_M80604-75556
968,House for Sale,"264,950","7516 Delmar Blvd,",Saint Louis,MO,63130,"1,477",3,1,https://www.realtor.com//realestateandhomes-detail/7516-Delmar-Blvd_Saint-Louis_MO_63130_M85049-31930
969,House for Sale,"57,500","7361 Milan Ave,",Saint Louis,MO,63130,960,3,1,https://www.realtor.com//realestateandhomes-detail/7361-Milan-Ave_Saint-Louis_MO_63130_M75815-31033
970,House for Sale,"80,000","8132 Braddock Dr,",Saint Louis,MO,63130,850,2,1,https://www.realtor.com//realestateandhomes-detail/8132-Braddock-Dr_Saint-Louis_MO_63130_M80624-62023
971,House for Sale,"249,900","7471 Shaftesbury Ave,",University City,MO,63130,"1,622",4,2,https://www.realtor.com//realestateandhomes-detail/7471-Shaftesbury-Ave_Saint-Louis_MO_63130_M87712-34172
972,House for Sale,"129,900","1087 N Hanley Rd,",University City,MO,63130,"1,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/1087-N-Hanley-Rd_Saint-Louis_MO_63130_M77666-33599
973,House for Sale,"249,900","7334 Ahern Ave,",Saint Louis,MO,63130,"1,592",3,1.5,https://www.realtor.com//realestateandhomes-detail/7334-Ahern-Ave_Saint-Louis_MO_63130_M84071-94736
974,House for Sale,"699,000","6210 Westminster Pl,",Saint Louis,MO,63130,"4,135",5,3.5,https://www.realtor.com//realestateandhomes-detail/6210-Westminster-Pl_Saint-Louis_MO_63130_M88782-09652
975,House for Sale,"699,000","6348 Washington Ave,",University City,MO,63130,"3,263",5,3.5,https://www.realtor.com//realestateandhomes-detail/6348-Washington-Ave_University-City_MO_63130_M80744-76881
976,House for Sale,"275,000","7843 Gannon Ave,",University City,MO,63130,"1,318",2,2,https://www.realtor.com//realestateandhomes-detail/7843-Gannon-Ave_Saint-Louis_MO_63130_M83026-55544
977,House for Sale,"745,000","6313 Waterman Ave,",University City,MO,63130,"3,605",5,3.5,https://www.realtor.com//realestateandhomes-detail/6313-Waterman-Ave_Saint-Louis_MO_63130_M89000-13897
978,House for Sale,"619,000","521 Midvale Ave,",University City,MO,63130,"2,665",4,2.5,https://www.realtor.com//realestateandhomes-detail/521-Midvale-Ave_University-City_MO_63130_M73928-68088
979,House for Sale,"650,000","7629 Cornell Ave,",Saint Louis,MO,63130,"2,804",6,4.5,https://www.realtor.com//realestateandhomes-detail/7629-Cornell-Ave_Saint-Louis_MO_63130_M97227-46750
980,House for Sale,"579,000","7070 Washington Ave,",University City,MO,63130,"2,729",4,3.5+,https://www.realtor.com//realestateandhomes-detail/7070-Washington-Ave_University-City_MO_63130_M93680-58733
981,House for Sale,"539,000","401 W Point Ct,",Saint Louis,MO,63130,"1,970",3,2.5,https://www.realtor.com//realestateandhomes-detail/401-W-Point-Ct_Saint-Louis_MO_63130_M75960-93274
982,House for Sale,"139,900","1293 Pennsylvania Ave,",Saint Louis,MO,63130,"1,715",4,2,https://www.realtor.com//realestateandhomes-detail/1293-Pennsylvania-Ave_Saint-Louis_MO_63130_M88358-27606
983,House for Sale,"549,900","6200 Pershing Ave,",Saint Louis,MO,63130,"3,300",4,3.5,https://www.realtor.com//realestateandhomes-detail/6200-Pershing-Ave_Saint-Louis_MO_63130_M89658-88711
984,House for Sale,"419,750","986 Barnard College Ln,",University City,MO,63130,"2,314",4,3.5,https://www.realtor.com//realestateandhomes-detail/986-Barnard-College-Ln_Saint-Louis_MO_63130_M87850-59836
985,House for Sale,"515,000","793 Yale Ave,",University City,MO,63130,"2,392",4,1.5,https://www.realtor.com//realestateandhomes-detail/793-Yale-Ave_University-City_MO_63130_M75399-38573
986,House for Sale,"485,000","444 Melville Ave,",Saint Louis,MO,63130,"2,253",4,2,https://www.realtor.com//realestateandhomes-detail/444-Melville-Ave_University-City_MO_63130_M72406-73978
987,House for Sale,"749,900","7924 Cornell Ave,",Saint Louis,MO,63130,"3,569",4,3.5,https://www.realtor.com//realestateandhomes-detail/7924-Cornell-Ave_University-City_MO_63130_M71949-39740
988,House for Sale,"249,900","7471 Shaftesbury Ave,",University City,MO,63130,"1,622",4,2,https://www.realtor.com//realestateandhomes-detail/7471-Shaftesbury-Ave_Saint-Louis_MO_63130_M87712-34172
989,House for Sale,"584,900","7152 Kingsbury Blvd,",University City,MO,63130,"2,358",5,3,https://www.realtor.com//realestateandhomes-detail/7152-Kingsbury-Blvd_Saint-Louis_MO_63130_M81929-08046
990,House for Sale,"59,500","7300 Trenton Ave,",Saint Louis,MO,63130,"1,250",2,1,https://www.realtor.com//realestateandhomes-detail/7300-Trenton-Ave_Saint-Louis_MO_63130_M77955-26077
991,House for Sale,"56,500","1059 Ferguson Ave,",Saint Louis,MO,63130,"1,120",2,1,https://www.realtor.com//realestateandhomes-detail/1059-Ferguson-Ave_Saint-Louis_MO_63130_M75057-95266
992,House for Sale,"364,900","959 Morehouse Ln,",Saint Louis,MO,63130,"2,096",3,2.5,https://www.realtor.com//realestateandhomes-detail/959-Morehouse-Ln_University-City_MO_63130_M73763-70647
993,House for Sale,"149,000","1149 Blancha Ct,",University City,MO,63130,"1,463",3,1.5,https://www.realtor.com//realestateandhomes-detail/1149-Blancha-Ct_University-City_MO_63130_M82848-53796
994,House for Sale,"549,900","581 Purdue Ave,",University City,MO,63130,"2,622",4,2.5,https://www.realtor.com//realestateandhomes-detail/581-Purdue-Ave_University-City_MO_63130_M74772-00916
995,House for Sale,"50,001","7534 Canton Ave,",Saint Louis,MO,63130,"1,404",3,2,https://www.realtor.com//realestateandhomes-detail/7534-Canton-Ave_Saint-Louis_MO_63130_M88605-50150
996,House for Sale,"410,500","7444 University Dr,",Saint Louis,MO,63130,"1,858",3,1.5,https://www.realtor.com//realestateandhomes-detail/7444-University-Dr_Saint-Louis_MO_63130_M75973-23050
997,House for Sale,"235,000","7544 Amherst Ave,",University City,MO,63130,"1,509",2,2.5,https://www.realtor.com//realestateandhomes-detail/7544-Amherst-Ave_University-City_MO_63130_M78230-47938
998,House for Sale,"44,000","7750 Elene Ave,",Saint Louis,MO,63130,990,2,1.5,https://www.realtor.com//realestateandhomes-detail/7750-Elene-Ave_Saint-Louis_MO_63130_M72047-64314
999,House for Sale,"314,900","7433 Tulane Ave,",Saint Louis,MO,63130,"1,808",3,1.5,https://www.realtor.com//realestateandhomes-detail/7433-Tulane-Ave_Saint-Louis_MO_63130_M73599-36367
1000,House for Sale,"185,000","7544 Delmar Blvd,",Saint Louis,MO,63130,"1,662",3,1.5,https://www.realtor.com//realestateandhomes-detail/7544-Delmar-Blvd_University-City_MO_63130_M76482-02250
1001,House for Sale,"225,000","830 Wild Cherry Ln,",University City,MO,63130,"1,512",3,1.5,https://www.realtor.com//realestateandhomes-detail/830-Wild-Cherry-Ln_Saint-Louis_MO_63130_M81129-08001
1002,House for Sale,"184,475","7249 Dorset Ave,",Saint Louis,MO,63130,"1,407",3,2,https://www.realtor.com//realestateandhomes-detail/7249-Dorset-Ave_Saint-Louis_MO_63130_M78094-14901
1003,House for Sale,"153,000","1008 Groby Rd,",Saint Louis,MO,63130,"1,230",4,2,https://www.realtor.com//realestateandhomes-detail/1008-Groby-Rd_Saint-Louis_MO_63130_M70214-15877
1004,Condo/Townhome,"569,000","525 N and Rd S,",University City,MO,63130,"2,579",3,2.5,https://www.realtor.com//realestateandhomes-detail/525-North-and-South-Rd_Saint-Louis_MO_63130_M71665-00232?ex=MO2384920794
1005,House for Sale,"109,900","7514 Milan Ave,",University City,MO,63130,936,3,1.5,https://www.realtor.com//realestateandhomes-detail/7514-Milan-Ave_Saint-Louis_MO_63130_M81254-38317
1006,House for Sale,"369,900","7043 Waterman Ave,",Saint Louis,MO,63130,"1,896",3,1.5+,https://www.realtor.com//realestateandhomes-detail/7043-Waterman-Ave_Saint-Louis_MO_63130_M89366-85511
1007,House for Sale,"324,900","7452 Gannon Ave,",University City,MO,63130,"1,609",3,2,https://www.realtor.com//realestateandhomes-detail/7452-Gannon-Ave_Saint-Louis_MO_63130_M89433-93381
1008,House for Sale,"100,000","6810 Bartmer Ave,",Saint Louis,MO,63130,"1,310",3,1,https://www.realtor.com//realestateandhomes-detail/6810-Bartmer-Ave_Saint-Louis_MO_63130_M86515-14106
1009,House for Sale,"123,900","1337 Mount Olive Ave,",Saint Louis,MO,63130,966,3,1,https://www.realtor.com//realestateandhomes-detail/1337-Mount-Olive-Ave_Saint-Louis_MO_63130_M78908-46060
1010,House for Sale,"360,000","539 Westview Dr,",Saint Louis,MO,63130,"1,569",3,1.5,https://www.realtor.com//realestateandhomes-detail/539-Westview-Dr_Saint-Louis_MO_63130_M86430-80631
1011,House for Sale,"22,000","6820 Plymouth Ave,",Saint Louis,MO,63130,672,1,1,https://www.realtor.com//realestateandhomes-detail/6820-Plymouth-Ave_Saint-Louis_MO_63130_M85820-46537
1012,Condo/Townhome,"319,900","500 N Unit 405 and Rd S,",Saint Louis,MO,63130,"1,480",2,2,https://www.realtor.com//realestateandhomes-detail/500-N-and-South-Rd-Apt-405_University-City_MO_63130_M71849-15202
1013,Multi-Family Home,"379,900","7440 Delmar Blvd,",University City,MO,63130,"3,158",4,2,https://www.realtor.com//realestateandhomes-detail/7440-Delmar-Blvd_Saint-Louis_MO_63130_M89405-61169
1014,House for Sale,"14,900","1150 Sutter Ave,",Saint Louis,MO,63130,"1,176",4,1,https://www.realtor.com//realestateandhomes-detail/1150-Sutter-Ave_Saint-Louis_MO_63130_M72866-34258
1015,House for Sale,"320,000","7241 Stanford Ave,",University City,MO,63130,"1,627",3,2,https://www.realtor.com//realestateandhomes-detail/7241-Stanford-Ave_University-City_MO_63130_M73313-67207
1016,House for Sale,"319,000","722 Harvard Ave,",Saint Louis,MO,63130,"1,626",3,2,https://www.realtor.com//realestateandhomes-detail/722-Harvard-Ave_University-City_MO_63130_M75228-33505
1017,House for Sale,"314,900","7460 Amherst Ave,",University City,MO,63130,"1,680",3,1,https://www.realtor.com//realestateandhomes-detail/7460-Amherst-Ave_Saint-Louis_MO_63130_M72224-38857
1018,House for Sale,"139,000","2 Rr # 375,",Marble Hill,MO,63764,"1,000",2,1.5,https://www.realtor.com//realestateandhomes-detail/375-State-Highway-51-S_Marble-Hill_MO_63764_M90376-78622
1019,House for Sale,"164,900","7523 State Highway 34,",Marble Hill,MO,63764,"1,276",3,2,https://www.realtor.com//realestateandhomes-detail/7523-State-Highway-34_Marble-Hill_MO_63764_M84325-43859
1020,Mfd/Mobile Home,"69,900","103 North St,",Marble Hill,MO,63764,"1,612",3,2,https://www.realtor.com//realestateandhomes-detail/103-North-St_Marble-Hill_MO_63764_M83327-95680
1021,Mfd/Mobile Home,"64,900","Hc 66 Box 528 # 513,",Marble Hill,MO,63764,"1,526",3,2,https://www.realtor.com//realestateandhomes-detail/Hc-66-Box-528-513_Marble-Hill_MO_63764_M90703-23375
1022,House for Sale,"339,900","Rr 5 Box # 3998,",Marble Hill,MO,63764,"2,578",3,2.5,https://www.realtor.com//realestateandhomes-detail/Rr-5-Box-3998_Marble-Hill_MO_63764_M94635-10397
1023,House for Sale,"134,900","3 Rr Box # 3895,",Marble Hill,MO,63764,"1,586",2,2.5,https://www.realtor.com//realestateandhomes-detail/3-Rr-Box-3895_Marble-Hill_MO_63764_M81032-58782
1024,Mfd/Mobile Home,"180,000","66 Hc Box # 875,",Marble Hill,MO,63764,"1,680",3,2,https://www.realtor.com//realestateandhomes-detail/66-Hc-Box-875_Marble-Hill_MO_63764_M90685-38470
1025,House for Sale,"749,900","Rr 4 Box # 2890,",Marble Hill,MO,63764,"3,751",2,3,https://www.realtor.com//realestateandhomes-detail/Marble-Hill_MO_63764_M73583-57377
1026,House for Sale,"100,000","1 Rr Box # 502C,",Marble Hill,MO,63764,840,1,1,https://www.realtor.com//realestateandhomes-detail/Rr-1-Box-502C_Marble-Hill_MO_63764_M79511-69470
1027,House for Sale,"52,500","Bcounty Rd # 802,",Marble Hill,MO,63764,"1,456",3,2,https://www.realtor.com//realestateandhomes-detail/Bcounty-Rd-802_Marble-Hill_MO_63764_M76007-45675
1028,Farms/Ranches,"559,900","State Highway 51,",Marble Hill,MO,63764,0,0,254.42,https://www.realtor.com//realestateandhomes-detail/State-Highway-51_Marble-Hill_MO_63764_M78411-82571
1029,House for Sale,"135,900","Rr 1 Box 129,",Marble Hill,MO,63764,"1,368",3,1.5,https://www.realtor.com//realestateandhomes-detail/Rr-1-Box-129_Marble-Hill_MO_63764_M86403-22368
1030,House for Sale,"142,000","Hc 64 Box # 4020,",Marble Hill,MO,63764,"1,258",2,1.5,https://www.realtor.com//realestateandhomes-detail/Hc-64-Box-4020_Marble-Hill_MO_63764_M76508-93008
1031,House for Sale,"129,900","504 Crown St,",Marble Hill,MO,63764,"1,437",2,2,https://www.realtor.com//realestateandhomes-detail/504-Crown-St_Marble-Hill_MO_63764_M83380-12912
1032,House for Sale,"139,900","Rr 3 Box # 3568,",Marble Hill,MO,63764,"1,200",3,2,https://www.realtor.com//realestateandhomes-detail/Rr-3-Box-3568_Marble-Hill_MO_63764_M76132-74094
